client_id,gendr,clnt_age,logons_6_mnth,clnt_tenure_yr,clnt_tenure_mnth,num_accts,bal,calls_6_mnth
423508,M,63.0,9,15,189,2,31560.91,6
423947,U,29.0,9,7,84,2,111901.81,6
424206,U,43.0,4,4,58,2,37642.28,1
424267,M,60.5,6,23,285,3,44819.64,3
424592,M,24.0,4,23,276,2,67360.98999999999,1
424760,U,59.5,6,7,89,2,369412.73,3
425398,M,72.0,9,16,193,2,106843.98,6
425532,U,42.0,9,5,67,4,112715.89,6
425546,M,53.0,9,7,91,2,557177.1900000001,6
425578,U,27.0,9,5,63,2,28925.81,6
425987,U,28.0,6,13,163,3,32854.88,3
426074,U,57.5,7,5,65,3,57362.24,4
426092,F,54.0,3,15,190,2,114974.83,0
426432,F,58.5,4,10,121,2,62440.7,1
426756,F,53.0,5,26,322,3,3878836.33,2
426901,M,46.5,8,8,106,3,74223.13,5
427013,F,60.5,7,5,71,2,46886.91,4
427194,M,47.5,3,12,152,2,44007.23,0
427512,M,51.0,3,15,189,2,39704.02,0
427628,F,34.0,5,7,85,2,73123.17,2
427824,U,54.5,6,4,58,2,31489.72,3
427931,U,23.5,9,6,74,4,69183.18,6
428064,U,21.5,9,5,67,3,47807.28,6
428109,U,37.5,3,6,83,2,48526.59,0
428135,U,60.0,5,6,74,2,79144.07,2
428170,M,22.0,6,24,291,2,46076.95,3
428188,M,57.0,6,22,268,2,194018.28,3
428201,F,23.5,8,10,130,2,44532.02,5
428485,U,43.0,3,16,203,2,31466.2,0
428635,F,36.5,7,19,229,2,86909.85,4
428698,M,37.5,3,5,66,2,51758.32,0
428852,M,48.0,5,4,56,2,106287.55,2
429189,M,57.5,5,13,159,2,83343.97,2
429351,M,48.0,8,9,109,2,305317.41,5
429598,U,23.5,4,6,73,2,55098.3,1
429778,U,30.0,6,8,98,2,115946.06,3
429805,M,50.0,3,4,57,2,29981.33,0
429908,F,62.5,4,13,159,2,172563.49,1
429957,M,69.0,6,11,132,2,106844.56,3
430070,M,52.5,6,15,181,2,40049.14,3
430101,U,20.5,3,4,56,4,145854.47,0
430812,F,66.5,9,16,198,2,48761.1,6
430868,U,56.0,7,6,81,2,171098.69,4
431429,F,52.5,6,14,174,2,34875.369999999995,3
431615,U,34.0,3,6,80,2,36488.46,0
431626,U,49.5,4,8,101,2,99117.09,1
431627,U,36.5,9,4,59,3,122212.9,6
431651,F,72.5,7,35,422,2,404146.8,4
431793,U,34.0,9,6,80,2,50619.89,6
432171,F,64.5,4,20,249,2,105192.96,0
432265,U,28.5,9,5,71,2,53862.22,6
432402,U,39.0,3,5,70,2,28495.71,0
432606,F,26.5,4,9,115,2,62512.11,1
432607,F,35.0,3,20,248,2,37684.63,0
432789,F,47.5,9,17,215,2,145384.99,6
432793,F,45.5,6,14,178,3,108874.61,3
432803,F,50.0,3,10,120,2,112669.28,0
433098,U,25.0,5,6,73,2,34419.619999999995,2
433332,M,82.0,6,33,407,2,89804.0,3
433417,F,58.5,3,15,180,2,168539.09000000003,0
433424,M,65.0,5,20,250,3,389339.77,2
433443,F,47.5,8,22,274,2,164120.8,5
433498,M,43.0,9,15,182,2,31810.57,6
433814,F,27.0,8,13,163,2,71851.97,5
434526,F,42.0,3,13,161,2,58573.3,0
434673,F,62.0,3,21,258,2,70582.54000000001,0
434746,U,61.0,6,8,102,2,277409.69,3
434941,U,57.5,5,7,93,2,43389.34,2
435340,M,67.5,6,15,185,2,51612.31,3
435580,F,47.5,4,12,145,2,60447.97,1
435757,M,48.0,4,16,193,2,115100.05,1
435886,F,61.0,4,12,148,2,104836.76,1
436146,M,37.5,3,8,106,2,63218.69,0
436352,F,69.0,8,14,179,2,2937521.65,5
437728,U,36.5,4,5,70,3,67777.43,1
437780,M,56.0,8,10,123,2,48104.13,5
437817,F,58.0,8,11,142,2,102446.48,5
437914,U,60.5,5,4,59,2,42214.65,2
438539,U,31.5,8,7,86,2,38387.02,5
438560,F,60.5,3,13,160,3,191070.98,0
438567,M,38.0,9,15,186,2,89161.51999999999,6
438770,U,67.0,6,5,70,2,98846.46,3
438886,M,42.0,4,9,118,2,29907.24,1
438935,M,35.5,8,15,181,3,314053.99,5
438959,U,61.5,8,6,81,2,602648.43,5
439077,M,66.5,3,11,142,2,31876.98,0
439963,U,30.5,6,5,71,2,43990.74,3
440275,U,46.0,6,5,60,2,33127.94,3
440279,M,56.0,4,14,169,2,141317.7,1
440328,U,26.5,3,8,103,2,26307.53,0
440483,U,23.5,6,4,59,2,25040.54,3
440704,M,60.5,9,20,240,4,858718.3200000001,6
440758,M,52.0,9,14,169,2,143879.16999999998,6
440861,M,73.5,9,15,183,2,1087580.7999999998,6
442079,F,46.0,4,13,159,2,39718.62,1
442137,M,47.5,7,20,246,4,361987.04,4
442320,U,55.5,4,6,73,3,113874.87,1
442340,M,45.0,9,13,164,2,85464.19,6
442772,M,62.0,5,11,139,2,179215.69,2
443217,M,26.0,8,21,252,3,43444.0,5
443262,M,60.0,6,13,156,2,60666.69,3
443921,M,49.0,9,5,60,2,73511.5,6
444558,U,22.0,9,4,55,2,39812.36,6
444644,M,67.0,8,15,189,2,954380.96,5
445481,U,74.5,3,22,275,2,106930.99,0
445794,F,83.0,5,9,118,2,50256.92,1
446185,M,47.0,9,19,228,2,24883.35,6
446390,U,39.0,3,4,58,2,39175.25,0
446547,M,60.5,4,14,178,2,195119.96,1
446577,M,61.5,9,13,157,2,635620.14,6
447087,M,56.0,6,15,191,2,52209.27,3
447329,M,23.0,7,5,68,2,53528.87,4
447439,U,63.5,6,24,295,2,75137.08,3
447488,F,59.5,7,13,165,2,162878.97999999998,4
447494,F,42.5,9,8,107,2,67837.0,6
447498,F,47.5,9,17,204,3,125504.72,6
447683,U,20.5,3,8,96,2,28757.84,0
447850,F,46.5,8,21,253,2,163562.46999999997,5
448522,M,69.5,4,16,202,2,49346.32,0
448714,U,56.0,7,7,94,2,402807.61,4
449286,M,43.0,4,21,259,2,43207.48,1
449421,U,18.5,4,4,59,2,55003.42999999999,1
449709,M,74.5,9,15,182,2,294232.73,6
450002,F,71.0,8,31,376,3,277991.95,5
450232,M,49.5,4,13,161,2,67256.47,1
450423,M,64.0,9,8,106,2,68449.76999999999,6
450614,U,27.5,5,6,72,2,36264.21,2
450673,M,51.5,7,20,241,2,184082.27,4
450752,M,62.5,9,19,234,2,394276.61,6
451019,M,36.0,9,14,171,3,104652.91,6
451443,U,45.5,3,4,59,2,31665.48,0
451568,F,54.0,7,13,157,2,198582.74,4
451603,M,67.5,5,21,258,2,56292.76,2
451682,M,39.5,7,16,193,2,52648.47,4
451805,M,56.5,6,21,254,2,329832.45,3
451897,M,57.0,5,18,221,2,25790.53,2
452274,F,32.5,4,16,193,2,141815.5,1
452359,M,42.5,9,17,211,3,433376.53,6
452582,M,50.5,4,27,325,2,723297.42,1
452583,U,44.5,9,6,75,2,102576.06,6
452762,U,23.0,4,6,82,2,85382.16,1
452875,F,48.5,6,14,179,3,62269.31,3
453167,F,64.0,6,14,172,2,24526.63,3
453226,U,38.5,3,6,79,2,77837.68,0
453288,U,42.0,5,6,74,2,39005.83,2
453657,F,59.0,6,16,193,2,168984.32,3
453802,M,53.0,6,30,360,2,199233.03,3
454148,F,54.0,4,15,184,2,257763.5,1
454749,M,61.5,8,5,71,3,128156.3,5
454816,U,45.5,5,5,70,2,59237.24,2
455069,U,49.0,6,7,94,3,90723.52,3
455078,M,47.0,6,23,280,2,109490.2,3
455226,U,64.5,7,8,98,2,72779.56,4
455278,U,35.0,5,14,175,2,36362.77,2
455557,F,32.0,6,21,253,3,637525.0,3
455589,F,53.0,9,21,254,2,66147.47,6
455693,F,45.0,9,11,142,3,184522.73,6
456002,U,23.5,5,7,92,2,63755.0,2
456150,U,65.5,5,5,68,2,53183.08,2
456369,M,30.5,9,9,110,2,30397.44,6
456416,M,32.5,9,14,174,3,155884.40999999997,6
456925,M,41.5,9,10,123,2,42392.13,6
457069,M,26.5,9,12,150,2,84187.36,6
457600,M,90.0,4,9,117,2,199787.81,1
457784,F,75.0,9,21,263,2,47550.46,6
458225,U,55.5,5,7,86,4,162280.01,2
458326,U,49.5,4,7,94,2,39746.09,1
458484,M,62.5,7,4,56,2,275892.3,4
458670,U,27.5,5,3,45,3,175324.57,2
458796,M,19.5,3,12,144,2,48572.34,0
459076,M,50.0,7,8,106,2,92553.84,4
459156,M,60.5,4,15,182,2,35711.52,1
459221,U,77.0,4,7,87,2,106202.83,1
459234,F,72.0,9,10,126,3,636895.13,6
459610,U,38.0,3,6,82,2,40405.11,0
459733,M,28.5,9,11,136,2,54709.2,6
460257,M,34.0,8,9,118,3,106741.22,5
460269,M,35.0,4,15,181,2,28123.83,1
460291,F,30.5,4,13,160,3,29730.88,1
460505,M,47.0,3,10,131,2,43554.07,0
460755,U,57.5,9,8,96,2,67225.54999999999,6
460912,U,79.5,7,5,60,2,28908.67,4
461547,F,54.0,9,15,189,3,36115.07,6
461591,U,39.5,6,5,70,2,37426.71,3
461632,M,34.0,4,14,178,2,30843.24,1
461846,F,78.5,7,24,290,2,43246.11,4
462526,M,25.5,9,12,154,2,31481.63,6
462674,F,73.5,5,9,118,2,110001.91,2
462910,M,28.5,6,10,131,3,109915.15,3
463023,U,54.5,9,4,58,4,125169.04,6
463029,U,56.5,9,6,80,2,271487.49,6
463030,U,55.5,7,8,96,2,76613.28,4
463396,U,33.5,4,4,58,2,27094.49,1
463414,M,45.5,7,15,186,2,130407.24,4
463459,M,24.5,8,9,108,2,55073.67999999999,5
463582,F,44.0,4,10,130,3,79911.76,1
464397,M,26.0,8,12,150,2,35148.63,5
464539,M,31.0,3,15,190,2,130168.6,0
464597,M,34.0,6,13,158,4,175721.94,3
464620,F,65.5,7,17,215,2,39907.27,4
464733,F,43.0,8,15,184,2,24038.41,5
465007,M,73.0,9,14,179,3,126442.72,6
465162,M,23.5,5,21,256,2,28602.91,2
465367,F,50.5,5,20,250,3,103352.51,1
465492,U,50.0,5,8,97,2,47159.92,2
465525,U,67.0,8,14,173,2,150179.46,5
465564,M,40.5,7,10,122,2,34225.8,4
465607,M,69.0,9,14,169,2,49769.67,6
465749,M,46.5,9,9,119,2,150638.91,6
465982,M,45.0,8,15,181,2,53065.75,5
466140,F,30.5,9,12,154,3,112436.42,6
466142,M,24.5,9,7,92,2,80461.51,6
466526,U,59.0,7,5,67,3,81863.11,4
466588,M,51.5,8,23,285,4,631384.05,5
467103,M,62.5,4,32,386,3,727425.51,1
467229,M,76.0,7,26,317,2,158530.3,4
467367,F,62.5,8,22,267,3,62624.25,5
467409,U,46.5,3,7,94,2,29316.15,0
467861,U,29.0,8,8,96,2,149308.28999999998,5
468090,U,62.5,5,5,67,2,36719.53,2
468336,F,53.5,8,22,274,2,74336.06,5
468355,U,48.5,9,6,77,3,178676.44,6
468552,M,72.0,6,17,207,3,265110.39,3
468570,F,37.5,5,15,185,2,81922.51999999999,2
468776,M,35.5,6,8,106,2,105568.45,3
469978,M,70.0,9,9,115,4,263851.13,6
470187,U,27.5,5,7,88,2,103823.59,2
470239,F,47.0,6,14,173,2,74493.19,3
470365,M,44.0,4,20,242,2,35829.85,1
470897,M,69.0,9,13,164,2,319031.63,6
471388,M,57.0,8,30,370,3,2819724.03,4
471462,F,50.0,4,14,175,2,28187.25,1
471506,M,50.0,9,25,308,3,178494.83000000002,6
471520,F,51.5,9,9,114,3,476505.34,6
472078,F,62.0,9,16,198,2,138473.16999999998,6
472102,M,41.0,6,10,123,2,101181.8,3
472271,M,56.0,9,29,355,2,246418.16,6
472352,U,42.5,3,6,73,2,52625.67999999999,0
472382,M,60.0,3,23,276,2,66770.17,0
472433,U,56.5,4,4,59,2,46620.02,1
472614,F,29.0,9,4,59,2,58961.81,6
472754,U,32.5,9,8,98,5,190375.72,6
473108,M,63.0,6,34,409,2,52002.06,3
473328,F,61.5,9,5,69,2,275559.82,6
473555,F,63.0,4,21,252,2,58840.95,1
473638,F,57.5,9,12,154,2,401108.62,6
473920,U,69.5,9,5,71,3,78615.69,6
474067,U,27.5,9,8,102,2,60195.13,6
475258,F,50.5,6,9,112,2,223785.65,3
475350,M,24.5,9,21,260,2,62455.3,6
475352,U,29.0,6,8,103,2,40128.45,3
475362,M,61.5,9,15,189,2,442187.91,6
475431,F,40.5,4,11,137,3,38780.12,1
475544,M,24.0,8,9,116,2,27364.56,5
475897,M,27.0,7,13,166,2,267987.66,4
475911,U,27.5,6,8,97,2,75743.65,3
476642,M,62.5,6,14,177,2,129648.93,3
477029,U,27.0,9,4,58,2,43026.08,6
477418,U,89.0,3,6,73,2,39292.35,0
477588,U,65.5,9,4,56,2,365815.66,6
477656,F,36.5,9,13,167,3,114621.93,6
478156,M,37.0,7,19,230,4,151033.32,4
478194,F,57.5,5,5,63,3,134416.07,2
478688,F,56.5,6,15,187,3,170424.28999999998,3
478733,M,55.5,8,26,313,2,242976.61,5
478735,M,65.5,3,11,140,2,38593.88,0
478808,U,31.5,9,7,93,3,233745.74,6
478932,F,49.0,4,23,277,2,42778.02,1
479136,U,60.5,3,7,90,2,391068.52,0
479431,U,29.0,9,3,46,2,27637.97,6
479709,U,28.0,8,6,81,2,47371.16,5
480111,F,26.0,6,9,109,2,129196.78,3
480272,U,29.0,6,7,84,2,39556.09,2
480393,F,62.0,5,10,120,3,132895.32,2
480458,F,66.0,9,20,250,2,110088.46,6
480792,F,25.0,4,28,341,3,667240.9800000001,1
480811,F,77.5,5,14,170,2,124805.28,2
480836,F,49.0,9,9,116,4,26278.26,6
480944,U,28.5,9,4,58,2,29956.1,6
480995,U,31.5,6,4,59,2,77887.91,3
481268,F,33.0,4,20,240,3,108487.23,1
481539,M,37.5,9,9,112,2,169354.55,6
481553,M,53.5,6,12,154,2,24821.86,3
481960,U,38.0,6,6,73,2,27624.31,3
482346,F,65.0,5,14,168,2,170103.71999999997,2
482558,M,75.5,3,11,140,2,81172.98,0
482692,M,56.5,7,22,266,3,121577.54,4
483033,F,68.0,9,17,208,2,101228.21,6
483041,M,63.0,3,9,110,2,372902.69,0
483080,F,60.0,5,15,180,3,53040.03999999999,1
483156,M,69.5,6,32,384,2,170438.32,3
483740,M,53.5,9,21,253,4,481915.7,6
483783,M,81.0,4,28,343,2,293149.28,1
484134,M,58.0,7,16,201,2,44388.37,4
484325,M,58.5,8,25,302,2,575861.4,5
484375,U,38.5,3,11,138,2,147858.01,0
484481,F,55.0,9,21,253,2,38500.34,6
484640,U,63.0,4,4,58,2,31171.48,1
485005,U,54.5,4,6,82,2,64645.46,1
485243,F,44.0,3,16,193,2,62503.12,0
485353,M,67.5,4,12,154,2,30328.38,1
485476,U,34.0,6,6,82,2,52389.63,3
485533,U,43.5,9,12,151,2,61653.34,6
485563,M,66.5,8,14,171,2,92290.76,5
486476,U,25.5,3,5,70,2,25161.45,0
486496,F,44.5,6,15,183,2,65223.77,3
486527,U,46.0,4,19,236,3,64162.23,1
486643,M,25.5,9,12,155,3,142836.19,6
486844,M,42.5,5,14,172,2,87079.73,2
487056,M,38.5,3,16,203,2,47305.22,0
487098,F,56.0,9,16,195,2,59755.61,6
487248,F,27.5,9,10,123,2,25838.45,6
487255,F,73.5,5,14,171,2,197917.72,1
487462,M,40.5,3,9,118,2,47010.38,0
487469,M,50.5,6,21,260,2,82531.67,3
487726,U,65.0,3,6,79,3,119710.84,0
487803,M,68.0,7,12,155,2,243257.47,4
487901,F,64.5,9,33,406,2,59541.86,6
488565,F,53.0,5,17,210,2,47668.06,2
488573,F,41.0,5,16,193,3,178452.57,2
488929,U,29.0,9,5,70,2,54287.57,6
488930,M,49.5,4,20,251,2,40112.24,1
489091,M,35.5,9,12,147,2,102628.13,6
489500,M,35.5,8,9,113,2,136837.4,5
490151,F,50.5,3,14,169,2,37126.02,0
490194,F,56.0,7,15,180,2,59769.99,4
490297,M,67.5,5,11,138,2,36750.89,2
491303,M,71.0,9,13,167,4,507530.36,6
491581,F,62.0,9,21,253,2,197055.3,6
491596,M,73.0,8,22,271,2,1147572.26,5
491620,M,47.5,7,18,217,2,28507.27,4
491746,M,35.5,9,16,192,2,41846.57,6
491779,U,54.0,7,6,73,3,162485.83000000002,4
491935,U,54.0,9,6,73,2,360809.29,6
492655,U,24.0,4,6,79,2,33555.68,1
492736,U,80.0,9,5,70,2,393147.39,6
492751,M,45.5,9,26,314,4,1733517.43,6
493083,M,67.5,7,22,265,3,186025.36,4
493186,U,32.0,6,6,82,3,169401.37,3
493194,U,57.5,5,6,75,2,66942.64,2
493311,M,53.0,8,16,202,3,50481.2,5
493608,U,58.0,4,4,58,3,73149.25,1
494159,M,54.5,6,11,143,2,170964.82,3
494367,F,43.5,4,5,62,2,25558.03,1
494576,F,63.0,7,13,159,2,650147.42,4
494597,M,30.5,8,15,182,3,297678.63,5
495030,F,62.0,9,28,342,2,253473.67,6
495241,M,20.5,9,21,262,2,29291.43,6
495317,F,34.0,4,11,135,2,29666.28,1
495547,U,62.5,9,5,71,2,369302.75,6
496578,F,72.0,9,16,200,2,179018.90999999997,6
496873,M,55.0,4,8,107,2,76712.22,1
496903,F,60.0,8,16,203,3,169462.05,5
497019,U,24.0,8,7,92,2,37630.87,5
497209,M,53.5,9,18,217,4,439375.03,6
497732,U,29.0,5,4,59,2,34310.97,2
497746,U,28.0,4,6,83,2,52815.87,1
497986,F,39.0,5,11,139,2,254379.79,2
497996,F,61.0,9,4,58,2,44678.89,6
498135,F,66.0,8,20,243,2,41205.72,5
498584,U,25.0,9,5,63,2,38399.8,6
499278,F,55.0,8,24,292,3,926905.72,5
499330,F,67.5,7,14,178,3,142746.45,4
499699,U,28.0,5,8,103,2,29764.01,2
499985,U,61.0,6,5,65,2,114204.34,3
500449,F,35.0,6,14,179,2,30748.79,3
500483,U,87.5,5,7,93,2,409822.74,2
500488,F,63.5,9,12,145,2,45608.37,6
501190,U,53.5,5,7,90,2,369518.45,2
501214,F,66.5,5,16,195,2,23872.67,2
501215,U,63.0,5,4,59,2,69380.44,2
501426,U,22.5,9,5,68,3,49497.42999999999,6
501472,U,25.5,9,5,65,3,73061.4,6
501496,F,35.0,3,23,281,2,32529.34,0
502017,F,63.5,7,13,166,3,62041.99,4
502969,F,24.5,5,9,108,3,62493.01,2
503051,U,25.0,9,5,71,2,50250.16,6
503064,U,34.0,6,5,64,2,36491.38,3
503070,U,32.0,8,5,71,2,38009.88,5
504667,F,40.0,4,15,181,2,57088.49,1
504980,M,51.5,3,9,110,2,32558.43,0
505572,U,30.0,5,6,77,3,64558.98,2
505697,F,76.0,9,27,331,2,298935.25,6
505849,F,36.0,8,15,181,2,109205.72,5
505918,U,27.5,3,5,63,2,26864.01,0
506086,F,62.0,4,10,126,2,37348.27,1
506107,M,35.5,4,15,187,2,36568.33,1
506320,M,43.5,6,16,192,2,108993.53,3
506333,M,36.0,5,9,108,3,102751.45,2
506479,F,61.0,3,22,270,2,36043.05,0
506615,F,55.5,8,27,332,3,542176.58,5
506681,U,35.0,9,5,66,3,85264.18,6
506720,U,63.0,9,6,77,2,138042.93,6
507138,F,34.0,8,22,265,2,58827.74,5
507290,M,55.5,8,5,67,2,26072.0,5
507390,U,68.0,7,4,59,2,46255.38,4
507610,U,57.5,7,5,66,2,50177.84,4
507618,U,49.5,5,4,58,2,40700.49,2
507874,F,65.5,9,5,68,2,352628.24,6
507892,F,30.0,4,9,119,2,57179.02,1
507915,F,52.5,6,21,262,2,44092.91,3
508087,F,56.0,3,7,92,2,69773.0,0
508099,M,55.0,8,5,63,4,258203.29,5
509310,M,36.5,3,13,167,2,43965.13,0
509544,F,52.5,4,19,228,2,27084.14,1
509746,M,35.5,8,35,429,2,1003322.88,5
510139,F,52.0,4,18,217,2,203822.98,1
510186,F,28.5,4,14,173,2,34175.83,0
510497,M,56.5,4,21,260,2,119138.65,1
510580,F,70.5,3,16,196,2,82342.79000000001,0
510867,M,67.5,7,22,272,2,49930.01,4
510941,U,31.5,5,4,59,2,53278.63,2
511272,U,63.5,6,6,73,2,126200.06,3
511378,U,56.0,4,8,102,2,44591.82,1
511522,M,75.0,9,17,210,2,196992.21,6
511528,F,57.5,9,14,170,2,93611.65,6
511535,F,55.5,9,30,370,2,82769.53,6
511678,U,54.0,4,6,72,2,30503.18,1
511906,M,23.5,8,6,79,2,74598.78,5
511922,U,25.0,7,7,85,2,82428.03,4
512432,M,53.0,5,12,150,2,206941.24,2
512588,F,34.5,9,16,193,2,62646.04,6
512590,M,49.5,7,29,352,3,1449979.34,4
512721,M,43.5,5,19,229,2,91564.22,2
512833,M,33.0,9,8,103,2,58647.98,6
512883,U,21.5,9,4,58,2,30315.11,6
513275,F,45.5,5,11,135,2,86510.72,2
513599,F,59.5,9,12,152,2,372718.49,6
513785,M,49.0,3,16,198,2,96070.81,0
513864,M,66.5,9,23,276,4,1197844.98,6
513961,M,30.5,9,13,161,3,342359.31,6
514104,U,20.0,4,4,53,2,24461.91,1
514533,F,42.0,7,19,235,2,40075.36,4
514667,F,46.5,5,23,283,2,32733.63,2
515013,M,70.0,4,12,144,2,59516.94,1
515712,U,30.0,3,7,85,2,27569.05,0
515862,M,43.0,8,14,169,2,69341.95999999999,5
515976,F,54.0,9,21,260,2,26860.62,6
516129,F,56.5,3,15,180,2,55021.69,0
516235,M,40.5,4,7,87,2,25981.57,1
516409,U,45.0,9,6,82,2,55798.55,6
516417,F,60.5,5,17,207,2,43888.11,2
516594,M,68.5,9,15,187,3,192876.08,6
516706,U,34.0,3,7,89,2,34368.09,0
517105,F,55.0,3,3,43,3,1050155.91,0
517186,M,69.5,6,15,180,2,31286.72,3
517259,U,19.0,3,4,58,2,26315.05,0
517547,U,59.0,3,5,60,2,31253.24,0
517642,F,73.0,8,25,311,2,383382.33,5
517707,U,57.0,5,6,78,2,69354.2,2
517835,M,53.0,5,15,191,2,121416.79,2
518097,F,49.0,4,15,181,2,61034.29,1
518323,F,25.0,4,10,125,2,33072.73,1
518664,U,20.5,4,4,58,2,36175.2,1
518727,F,76.0,5,12,145,2,108543.35,2
518898,U,20.0,3,4,55,3,35657.83,0
519096,U,48.0,9,15,190,3,192026.04,6
519506,F,30.0,3,17,215,2,31809.75,0
519927,U,64.5,9,23,285,2,245523.66,6
519971,U,53.0,9,7,95,2,118413.67,6
520210,M,58.5,9,16,194,2,1527794.3199999998,6
520530,M,52.0,4,9,119,2,43590.28,1
520539,U,22.5,9,3,43,2,34964.2,6
520592,U,67.5,6,7,85,3,437007.57,3
520693,U,47.5,4,6,82,2,56439.95,1
521003,F,64.0,9,14,170,2,186020.33,6
521204,F,28.0,9,21,253,3,37090.22,6
521225,M,50.0,5,14,172,2,181100.91,2
521369,U,32.0,7,6,83,2,53950.35,4
521446,U,25.0,4,6,73,2,59745.48,0
522064,F,33.0,9,15,191,2,95245.04,6
522175,U,57.0,8,5,68,3,60753.49,5
522181,F,53.5,5,14,175,2,41005.59,2
522187,F,51.5,9,20,250,2,33974.98,6
522508,M,25.5,4,11,140,2,25834.78,1
522654,M,58.0,3,13,165,2,23911.66,0
522661,M,71.5,4,30,360,2,48064.32,1
523263,M,52.5,9,19,231,3,96447.1,6
523470,M,67.0,3,28,340,2,30885.67,0
523530,M,48.5,9,25,306,4,1219670.94,6
523822,F,52.5,4,10,131,2,46404.41,1
523965,F,70.0,7,27,332,2,72130.43,4
523988,U,43.5,3,9,109,2,99041.7,0
524126,M,35.5,5,5,63,2,52842.6,2
524152,M,42.5,9,15,181,3,299353.19,6
524287,M,50.0,5,12,155,2,85341.0,2
524388,M,55.5,9,17,215,2,34087.92,6
524455,F,44.0,9,15,186,2,95505.65,6
524481,U,33.5,9,6,79,2,125443.49,6
524510,F,51.5,5,17,213,2,42695.52,2
524675,U,24.5,3,6,73,2,31374.15,0
525234,U,21.5,9,7,84,2,56648.02,6
525332,M,75.5,6,16,192,2,805675.4800000001,3
525348,F,52.5,5,32,395,3,1598990.73,2
525401,F,54.0,5,26,318,2,130189.28,2
525448,U,62.0,5,18,223,2,292704.47,2
525775,M,73.5,9,11,141,2,823277.56,6
525973,M,32.5,8,14,173,3,364442.73,5
526415,M,55.0,3,21,255,2,29903.13,0
526419,F,57.5,4,18,221,2,35754.85,1
526852,U,21.5,6,7,95,2,27481.76,3
526939,M,84.5,9,26,318,3,409929.28,6
526971,U,53.0,3,4,58,2,52656.82,0
527026,U,29.5,9,8,97,2,43801.01,6
527207,F,58.0,9,22,267,2,764563.31,6
527708,M,62.0,9,15,189,2,111573.07,6
528117,U,47.0,9,8,103,2,114498.12,6
528367,U,66.0,3,7,84,2,67301.83,0
528492,U,32.0,9,7,88,2,67220.28,6
528496,U,47.5,7,5,61,2,31720.53,4
528504,U,30.5,6,5,71,3,101066.5,3
528600,F,57.5,7,12,147,3,174459.39,4
528622,M,58.5,9,4,59,2,72634.91,6
529008,U,39.0,8,8,96,2,86831.44,5
529113,M,57.0,6,15,182,2,29949.21,3
529225,M,51.5,8,4,59,3,441122.66,5
529230,M,40.0,9,18,226,2,57297.66,6
529380,U,48.0,8,15,191,2,263562.48,5
529554,M,34.0,9,12,155,2,139780.46,6
529710,U,27.5,7,5,67,2,29308.57,4
530396,F,56.0,6,11,138,2,107818.86,3
530579,U,31.5,3,4,58,2,40823.81,0
530654,U,56.0,6,6,81,2,49456.82,3
530699,F,55.0,5,15,187,2,40555.81,2
530883,F,72.0,7,14,178,2,45242.38,4
530914,M,35.0,9,14,178,3,67759.79000000001,6
530965,U,20.5,3,5,69,2,30695.67,0
531099,M,57.0,9,12,144,2,117487.6,6
531286,F,57.0,3,15,183,2,149939.88,0
531705,U,53.0,6,20,242,3,137495.8,3
531737,F,52.0,4,27,330,2,52233.46,1
531896,M,48.5,5,10,126,2,351856.46,2
532183,U,53.0,9,3,40,2,117352.35,6
532200,F,30.0,3,11,136,3,52062.16,0
532913,U,52.0,6,19,228,2,73772.73,3
533091,M,39.5,6,14,168,2,83764.45,3
533113,M,30.5,4,12,148,3,133715.59999999998,1
533116,F,65.5,7,15,183,2,180527.62,4
533147,U,44.5,7,8,100,2,75451.9,4
533320,U,31.0,3,5,70,2,39048.96,0
533553,U,67.5,5,24,289,2,147539.34,2
533703,F,56.5,3,5,71,2,226635.55,0
533966,F,58.0,7,14,179,3,38595.32,4
534083,U,43.0,4,6,81,2,29972.37,1
534100,F,81.0,5,23,279,2,82939.44,2
534419,U,49.0,9,8,97,2,74573.28,6
534481,M,49.5,7,20,240,2,66022.70999999999,4
534616,F,64.0,6,15,180,2,54365.6,2
534729,U,82.5,8,7,85,3,92042.8,5
534843,U,37.0,5,12,151,2,106344.09,2
534878,F,55.5,3,16,193,2,25310.49,0
535260,U,25.0,9,8,102,2,38556.47,6
535273,U,40.5,9,7,84,3,54641.76,6
535308,F,60.0,4,18,216,3,62175.73,1
535436,M,24.0,6,23,286,2,28847.46,3
535456,U,32.5,6,8,98,2,46273.15,3
535661,U,65.0,8,4,58,2,148775.99,5
535673,M,46.5,5,15,190,3,106586.94,2
535999,F,56.5,4,22,273,2,127493.82,1
536024,F,43.0,4,6,73,2,54154.74,1
536297,U,30.0,9,3,44,2,27645.83,6
536431,U,30.5,9,7,95,2,44673.95,6
536450,U,22.0,9,4,58,3,64177.8,6
536510,U,51.5,4,5,70,2,53137.17999999999,1
537200,F,60.5,8,14,178,3,109234.25,5
537221,M,65.5,8,9,118,2,76515.89,5
537426,F,29.0,9,12,145,3,104350.71,6
537598,M,55.5,4,14,178,2,99500.82,1
537662,F,33.5,8,14,168,2,90167.81,5
537901,M,40.5,4,15,181,2,137001.69,1
538291,U,26.0,7,6,75,2,75073.98,4
538519,F,81.5,8,17,204,2,69408.6,5
538600,U,48.5,3,5,67,3,135826.97999999998,0
538801,M,58.5,9,13,158,2,49943.96,6
539094,F,74.5,8,14,179,2,111207.72,5
